cust_id_in,cust_id_out,trx_amount,trx_bankid,trx_clearinnum,trx_country,trx_date,trx_id,trx_type
263,463,450.25722542982413,3717815,9919,LATVIA,1997-04-18,1260,INTERNATIONAL
394,227,817.8376453661566,8127252,2240,ROMANIA,2004-01-09,1261,ATM
299,42,928.6206102894993,4627442,8469,NORWAY,1993-12-26,1262,INTERNATIONAL
154,181,1758.1134109889185,6654749,4864,ESTONIA,1997-07-26,1263,INTERNATIONAL
423,175,1963.5458504851615,6931046,4244,LATVIA,2017-10-24,1264,ATM
477,416,301.3735518040498,826514,3480,FINLAND,2018-08-16,1265,DOMESTIC
69,82,1960.0462209900552,67347,8889,SWEDEN,1999-12-11,1266,ATM
452,384,581.6351312430974,7454316,4152,ROMANIA,1993-11-05,1267,DOMESTIC
447,209,783.1394262428855,2292749,6162,FINLAND,1986-03-07,1268,DOMESTIC
162,11,1189.5592579386512,2343088,4013,FINLAND,1978-04-30,1269,DOMESTIC
275,296,1502.4917093481654,8291960,9140,RUSSIA,2017-05-25,1270,DOMESTIC
493,55,554.7464095756274,781100,9270,NORWAY,2008-01-30,1271,DOMESTIC
89,105,602.6841845804255,9394386,9375,SWEDEN,2015-03-27,1272,INTERNATIONAL
285,317,150.68122746694445,1640065,7356,RUSSIA,1984-03-21,1273,SWISH
302,307,219.70131867485551,6096142,4581,UK,1985-11-29,1274,ATM
40,368,2156.425127846499,9901279,6124,RUSSIA,2010-09-20,1275,DOMESTIC
162,134,123.0837048239397,9731151,4979,ROMANIA,1987-10-23,1276,INTERNATIONAL
472,229,1276.3244729172766,5457503,2643,ESTONIA,2000-02-10,1277,ATM
119,292,441.1938864969564,1377736,7551,UK,2015-07-29,1278,ATM
2,249,80.97435678661182,1004357,2761,LATVIA,1995-12-22,1279,INTERNATIONAL
490,302,764.9652277004327,5330136,9534,ESTONIA,1975-08-12,1280,DOMESTIC
31,40,323.7894007306587,1653351,7611,LATVIA,1978-08-29,1281,INTERNATIONAL
481,445,589.2172196011423,2831123,6302,LATVIA,1990-07-30,1282,SWISH
228,99,1452.4675871049196,1096496,1127,ROMANIA,2011-12-10,1283,DOMESTIC
81,127,216.2825306116781,8063869,4093,UK,1981-04-11,1284,SWISH
42,495,64.3206581556139,9834185,1634,SWEDEN,1991-01-15,1285,ATM
25,88,626.7300286611518,7765394,7052,NORWAY,2001-12-19,1286,SWISH
444,282,904.8305475958374,999089,4252,RUSSIA,1972-04-07,1287,INTERNATIONAL
107,85,1347.4612079755748,844175,6277,SWEDEN,2018-06-25,1288,ATM
353,303,81.3154941399661,9131074,8297,LATVIA,2003-10-03,1289,ATM
138,225,347.27444223646364,7895635,7804,LATVIA,2007-01-15,1290,DOMESTIC
131,444,305.17231038807176,3640476,3745,ESTONIA,2016-08-12,1291,ATM
149,408,758.6507035047134,2082958,7692,RUSSIA,1971-02-16,1292,ATM
171,184,1543.3979434931882,399695,8543,NORWAY,2001-02-07,1293,SWISH
217,53,1379.693787362806,2413363,2367,NORWAY,1971-05-17,1294,SWISH
77,470,1715.7997110582876,875873,8053,ROMANIA,1970-11-10,1295,SWISH
276,335,1506.9288399516536,2569029,4514,ROMANIA,1982-08-16,1296,ATM
476,80,608.18700306325,3157884,1001,RUSSIA,1977-05-20,1297,ATM
304,111,64.73713033239585,4194343,1110,LATVIA,1997-09-01,1298,INTERNATIONAL
232,134,1393.8719788655699,8652708,6873,ESTONIA,1988-12-19,1299,ATM
385,351,273.6725415413151,7458565,7841,NORWAY,1986-07-12,1300,SWISH
139,89,663.0169626528541,2230541,2619,UK,1989-12-08,1301,DOMESTIC
375,212,540.9671905346264,9517792,1312,ROMANIA,1977-12-28,1302,INTERNATIONAL
265,144,2252.0728884192354,3156949,1684,ESTONIA,1982-01-12,1303,ATM
265,163,1154.7466471138057,7955441,9630,SWEDEN,2007-02-25,1304,INTERNATIONAL
156,230,1655.7203868459062,5065489,3362,LATVIA,2007-05-01,1305,SWISH
435,244,2039.1179353955788,3872817,4672,RUSSIA,1993-11-10,1306,INTERNATIONAL
249,140,593.2429655208946,7612631,3821,RUSSIA,1976-01-03,1307,INTERNATIONAL
49,344,612.6296004108807,1911828,9296,RUSSIA,1992-02-17,1308,SWISH
198,341,493.85712450748764,7800976,6571,ROMANIA,1988-09-02,1309,DOMESTIC
269,281,2010.6924638266435,6571491,6911,RUSSIA,1982-02-21,1310,DOMESTIC
381,293,1227.8678255460356,6083193,2049,NORWAY,2001-11-21,1311,ATM
301,374,810.2565853804076,2270246,6450,RUSSIA,2018-05-01,1312,DOMESTIC
260,310,553.7173916756159,357427,9134,NORWAY,1971-03-29,1313,ATM
96,450,318.4262412814966,8648825,8811,FINLAND,2009-03-24,1314,INTERNATIONAL
69,198,2125.211326118897,9805761,4634,NORWAY,1972-05-02,1315,SWISH
149,253,119.3976013355555,8062547,6333,ESTONIA,1975-10-01,1316,ATM
209,223,1814.2008412788346,493360,8800,NORWAY,1995-07-10,1317,ATM
202,419,1254.8970204207678,1192600,8752,UK,2018-04-30,1318,SWISH
355,36,256.77216692041367,3743376,5698,ESTONIA,2011-10-11,1319,ATM
354,452,1961.2988109087653,1975418,8117,LATVIA,1996-09-28,1320,ATM
499,160,443.15340747274615,6372320,2912,NORWAY,1985-10-22,1321,ATM
39,324,61.51404589675273,9371760,2792,LATVIA,2003-11-14,1322,INTERNATIONAL
353,285,282.80703036588477,5555089,3093,RUSSIA,1988-07-15,1323,ATM
260,452,1783.5381965865197,4122014,6693,ROMANIA,1992-08-18,1324,DOMESTIC
206,189,1132.2991064930977,7027411,3078,UK,2002-05-01,1325,DOMESTIC
265,447,1077.60875108985,2557378,2969,FINLAND,2014-02-06,1326,DOMESTIC
186,202,1773.3345245058915,3514222,3021,RUSSIA,1991-07-01,1327,SWISH
178,184,309.8558590870137,3580688,3715,FINLAND,1971-01-12,1328,ATM
124,369,829.0202098277329,8214951,7308,FINLAND,2008-01-01,1329,SWISH
55,444,551.2120525803026,5414444,2139,SWEDEN,2007-10-18,1330,DOMESTIC
432,369,134.26050428253342,3868022,1679,UK,2000-07-09,1331,INTERNATIONAL
79,10,371.44609882281424,8584843,3661,ESTONIA,1971-06-01,1332,SWISH
326,155,1715.4795358113072,9593698,2366,LATVIA,1984-07-17,1333,ATM
499,37,2594.9765585615164,7460983,5302,ROMANIA,2001-03-06,1334,INTERNATIONAL
294,494,596.9949571874108,7390120,9628,ROMANIA,1979-12-30,1335,DOMESTIC
145,482,767.0955132712776,1136835,4229,ESTONIA,2006-01-19,1336,INTERNATIONAL
387,401,91.26760915631309,9951532,1577,UK,1972-09-03,1337,DOMESTIC
253,119,1491.5138009345974,8258111,7113,LATVIA,1986-03-14,1338,SWISH
125,229,506.57883691420045,2379993,8313,RUSSIA,1981-12-25,1339,ATM
411,405,183.89381208536554,9547630,5929,UK,1977-07-31,1340,DOMESTIC
404,472,1751.9534763608028,4874194,7123,ESTONIA,1978-04-09,1341,SWISH
422,428,449.3001628398603,2814120,9204,NORWAY,2002-02-07,1342,SWISH
384,27,665.1004162730022,7235910,4432,UK,2011-11-04,1343,ATM
162,73,2128.4961124071733,7525833,5049,UK,1986-08-18,1344,SWISH
50,110,318.08514520626477,5053992,2621,SWEDEN,2004-02-24,1345,INTERNATIONAL
271,151,14.971833752128315,3830470,2038,NORWAY,1997-01-02,1346,ATM
324,488,304.5196376588525,3373276,7728,SWEDEN,1997-03-14,1347,DOMESTIC
158,490,1775.049663416401,2397412,4914,ESTONIA,1985-08-11,1348,INTERNATIONAL
244,213,1385.3176561642406,9063063,4616,NORWAY,1990-09-28,1349,INTERNATIONAL
34,421,557.1747677153293,7096968,8494,SWEDEN,1997-02-03,1350,DOMESTIC
370,183,200.7324551131628,2579244,9179,LATVIA,2007-07-19,1351,DOMESTIC
276,452,1049.5973348377993,9143779,5248,ROMANIA,1974-08-23,1352,SWISH
489,63,1944.3155433269956,6538138,6404,SWEDEN,1973-01-17,1353,SWISH
499,56,1670.4083471818437,6896697,5156,RUSSIA,1995-03-18,1354,SWISH
68,448,1170.9923570537128,1983565,7524,LATVIA,1997-02-28,1355,INTERNATIONAL
223,18,1195.5184421214835,5464361,6119,LATVIA,1981-06-21,1356,INTERNATIONAL
457,462,332.34548092089545,111004,4982,RUSSIA,2008-11-15,1357,DOMESTIC
104,123,370.98410018277934,1214169,7044,ESTONIA,1992-06-12,1358,SWISH
48,370,364.48850600718697,8198447,2368,NORWAY,2011-02-19,1359,DOMESTIC
425,439,1428.6668788615661,9034296,6582,UK,1980-10-29,1360,DOMESTIC
311,345,354.05424813244554,4332673,8953,SWEDEN,2005-06-06,1361,ATM
430,114,1410.6003382330614,6801427,3133,RUSSIA,2004-08-02,1362,SWISH
276,462,252.4077874718233,3568193,8121,ROMANIA,1989-12-12,1363,SWISH
418,262,859.6793670366238,7640815,2648,ESTONIA,2018-02-16,1364,ATM
360,494,1519.9701560621947,4454057,1192,ROMANIA,2004-03-01,1365,SWISH
396,440,86.27512981196766,5483707,8449,RUSSIA,1982-06-30,1366,SWISH
383,24,31.602758593745637,9083484,1438,NORWAY,2015-09-27,1367,INTERNATIONAL
209,421,411.6106967571594,2383792,2294,ESTONIA,2004-04-23,1368,DOMESTIC
208,348,125.46344579406978,4620592,6530,UK,2004-02-07,1369,DOMESTIC
295,361,134.61169181637928,140216,4413,SWEDEN,2013-04-30,1370,DOMESTIC
21,456,1528.1484810633547,3978742,9104,ROMANIA,2004-05-01,1371,ATM
307,167,994.281025951161,5082097,1855,UK,1984-08-06,1372,INTERNATIONAL
98,5,998.3656539924289,1164169,5428,UK,1986-09-13,1373,ATM
142,173,280.64656816017845,6867211,8109,NORWAY,2015-10-10,1374,SWISH
372,42,838.8611065312664,2337987,4193,FINLAND,2011-08-06,1375,ATM
416,274,417.7871133430722,4992573,2885,UK,2016-11-12,1376,DOMESTIC
4,314,1474.502800938107,8188813,2861,LATVIA,1987-09-02,1377,DOMESTIC
37,221,1273.3176663504294,4020244,3639,SWEDEN,1972-03-20,1378,INTERNATIONAL
189,51,347.77041777597765,3603174,9433,UK,1976-03-11,1379,INTERNATIONAL
121,63,1788.5619252922893,2017571,5749,RUSSIA,1979-01-13,1380,DOMESTIC
209,65,1864.2529120701727,350432,9485,NORWAY,2009-10-20,1381,INTERNATIONAL
305,248,742.9786337200153,3985519,6749,ROMANIA,1976-12-01,1382,INTERNATIONAL
47,374,960.7968951936948,552470,2465,NORWAY,1989-02-08,1383,DOMESTIC
262,217,1903.1442010431085,1997734,3235,NORWAY,1988-06-08,1384,DOMESTIC
342,127,262.05570899157476,3597275,6811,LATVIA,1982-10-08,1385,INTERNATIONAL
18,279,910.4523253810529,8037029,1834,ROMANIA,1984-04-14,1386,ATM
330,141,731.8812859773716,9855348,1029,SWEDEN,2013-01-12,1387,SWISH
27,362,28.70324063489476,7991783,7467,LATVIA,1978-08-01,1388,SWISH
339,355,878.0385969398444,6620394,8861,UK,2008-07-14,1389,ATM
323,34,1099.9952369162431,7880019,9962,SWEDEN,2017-10-13,1390,INTERNATIONAL
315,371,947.031659134043,7741490,8444,SWEDEN,2007-10-23,1391,DOMESTIC
92,247,1141.1188117012362,1803207,6281,ROMANIA,2006-11-29,1392,SWISH
101,1,1675.8972086369395,5717689,8722,FINLAND,1981-07-17,1393,SWISH
496,163,915.5693922286807,4896475,2536,UK,1970-04-23,1394,DOMESTIC
61,52,1028.0105856795476,4434629,5730,NORWAY,2015-12-18,1395,SWISH
406,158,74.08476374489169,6142011,1786,ESTONIA,2009-08-14,1396,ATM
391,81,681.5922481418911,6870221,5501,NORWAY,2012-02-02,1397,SWISH
104,187,1168.3643488674004,1232174,9347,NORWAY,1991-09-18,1398,SWISH
462,89,548.2806642254297,8070070,4199,NORWAY,2017-05-26,1399,INTERNATIONAL
188,414,679.9295786345056,7569311,5173,ROMANIA,2016-01-29,1400,DOMESTIC
129,219,188.8449068852523,4652596,7376,ESTONIA,1979-11-26,1401,INTERNATIONAL
475,309,1323.8051560563815,2115090,4617,LATVIA,1976-07-16,1402,DOMESTIC
68,253,240.83263614408364,2560033,2014,FINLAND,2014-10-16,1403,SWISH
356,225,214.333480286813,1740901,3171,NORWAY,1977-08-22,1404,ATM
185,3,2725.7716544874434,8267666,5395,ESTONIA,2011-02-10,1405,SWISH
451,379,71.99193544130996,2735123,2471,ESTONIA,2009-09-15,1406,DOMESTIC
385,225,895.0519324315519,2778043,1782,UK,1978-12-20,1407,ATM
195,304,10.73292144063565,2488506,5884,FINLAND,1989-05-02,1408,SWISH
345,252,72.57378201215545,9934910,4449,LATVIA,2005-09-21,1409,ATM
413,214,1278.2496501260396,6905954,5837,ESTONIA,2011-10-13,1410,DOMESTIC
303,474,252.42783427282416,7479356,6794,UK,1983-12-27,1411,SWISH
156,368,553.3180713648427,8589466,6355,ROMANIA,2001-07-29,1412,DOMESTIC
486,126,607.3821407467466,5122650,3639,LATVIA,2001-04-03,1413,ATM
378,303,905.0153663424018,6316376,2133,UK,1994-05-19,1414,SWISH
422,428,1753.9979502700535,1903543,9053,UK,1979-12-28,1415,SWISH
430,167,810.9102163170835,8374408,1971,RUSSIA,1998-03-07,1416,DOMESTIC
274,336,2550.4916118027368,9202374,6922,ESTONIA,1984-12-10,1417,ATM
497,375,702.6261429170726,8214147,7123,FINLAND,1992-03-01,1418,DOMESTIC
261,360,415.53060806595596,3097366,6520,FINLAND,2017-04-25,1419,INTERNATIONAL
461,117,1549.0593975082115,5803672,2112,RUSSIA,1987-04-29,1420,DOMESTIC
351,111,654.6388414373137,8650240,5479,ROMANIA,2015-02-18,1421,INTERNATIONAL
150,378,366.7156994537615,8658869,7847,LATVIA,1990-09-13,1422,SWISH
307,420,1152.8172953471005,8734433,5463,UK,1991-12-14,1423,SWISH
349,64,1488.5430616884373,5252955,7893,ROMANIA,2015-09-25,1424,ATM
29,19,1557.9531217161143,8373,4295,LATVIA,2001-05-11,1425,INTERNATIONAL
277,6,1695.042524834706,5897531,6791,SWEDEN,1971-09-18,1426,INTERNATIONAL
320,432,468.10421358618964,1548795,3451,UK,1972-11-05,1427,ATM
454,423,79.55683264941807,7616545,3401,FINLAND,2005-05-02,1428,ATM
366,435,535.5881929896427,4602948,1449,FINLAND,1996-08-23,1429,INTERNATIONAL
37,440,568.9677265068894,3679534,3607,UK,2008-02-15,1430,DOMESTIC
218,247,110.04004060585774,8150662,1481,RUSSIA,1990-09-25,1431,ATM
480,15,519.9144322767098,3599108,3744,RUSSIA,2016-10-04,1432,DOMESTIC
417,196,887.3260565435904,6948025,9443,ROMANIA,1971-02-08,1433,SWISH
173,381,627.7377861619232,7558576,3595,RUSSIA,1975-08-17,1434,INTERNATIONAL
91,453,4.9235300906135295,7679288,3614,ROMANIA,1990-05-01,1435,DOMESTIC
383,211,1203.8422683192266,1230937,1661,RUSSIA,1975-08-06,1436,ATM
376,278,1335.8551525972866,3041657,5148,SWEDEN,1994-08-24,1437,INTERNATIONAL
115,454,547.7504767754303,2924930,4376,NORWAY,1985-05-14,1438,ATM
5,428,817.4294690959218,8158780,8756,ESTONIA,1997-02-26,1439,ATM
467,435,85.06722890220497,896148,2535,UK,1988-07-22,1440,INTERNATIONAL
452,145,707.5716591496516,2968002,2401,UK,1982-05-07,1441,INTERNATIONAL
300,239,465.9414029580331,140018,6044,ROMANIA,1988-08-09,1442,ATM
163,279,50.02315034860546,9719117,9121,RUSSIA,2016-07-22,1443,DOMESTIC
71,369,278.53394679291887,9979150,8309,LATVIA,2012-01-07,1444,ATM
446,450,198.29382519416697,6585662,4281,FINLAND,1983-01-06,1445,DOMESTIC
75,227,727.55090214285,2129037,1548,LATVIA,1980-01-21,1446,ATM
280,132,1183.9807955537747,3841766,7852,ESTONIA,1983-07-28,1447,INTERNATIONAL
64,68,1381.6122481740033,1348506,7160,LATVIA,2004-06-16,1448,SWISH
440,275,389.81303411769426,1258781,8012,SWEDEN,1990-08-28,1449,INTERNATIONAL
290,369,1145.5071482301541,4535819,8529,ESTONIA,2013-12-19,1450,SWISH
453,343,714.3692853070612,3148930,1048,ESTONIA,2002-04-13,1451,SWISH
85,233,699.0566018739763,9884255,6058,RUSSIA,2013-02-20,1452,INTERNATIONAL
451,339,681.0553484155575,316546,2889,ESTONIA,1979-08-04,1453,INTERNATIONAL
300,74,559.1803362113234,1940817,3442,UK,2001-11-05,1454,INTERNATIONAL
267,161,701.1941992304287,3419646,2607,LATVIA,1982-05-07,1455,ATM
231,485,440.2548009298259,567809,1457,RUSSIA,1984-03-02,1456,DOMESTIC
38,139,330.02204752857585,3473573,2492,LATVIA,2011-02-15,1457,SWISH
243,264,427.93840063441024,5963628,2372,UK,1978-04-06,1458,SWISH
159,231,155.1228332662402,3254790,3927,SWEDEN,1977-05-30,1459,ATM
125,245,942.0694113373005,2664342,1251,NORWAY,2012-01-25,1460,ATM
167,273,11.917424933259257,3399348,7761,FINLAND,1991-01-19,1461,SWISH
176,78,156.07741840337508,2738701,2350,UK,2010-02-12,1462,SWISH
483,263,1523.5687458554048,3223143,2826,RUSSIA,2017-01-16,1463,ATM
286,285,2473.5567909573992,8324183,9228,FINLAND,2012-11-10,1464,DOMESTIC
37,42,1258.012454276357,6241154,8942,RUSSIA,2017-09-28,1465,ATM
243,139,1582.4269505816844,5938512,2917,FINLAND,1986-06-02,1466,ATM
388,136,279.65652596094526,5821737,9479,UK,1985-09-19,1467,DOMESTIC
16,201,401.40824504426683,167133,1367,NORWAY,1972-02-28,1468,DOMESTIC
422,374,1830.6343089461884,1515104,3842,ROMANIA,1970-12-15,1469,DOMESTIC
115,485,1308.6857663262415,1290598,3554,FINLAND,2007-03-31,1470,ATM
395,43,109.197396079816,7572772,6254,FINLAND,1993-07-28,1471,SWISH
219,373,1153.1583394646168,7586033,9762,LATVIA,1988-04-27,1472,INTERNATIONAL
235,313,336.30330369774447,4788930,7535,SWEDEN,2018-11-01,1473,ATM
132,278,1690.2466389173264,6520539,3814,UK,2012-05-25,1474,ATM
356,303,509.9747231763189,3185971,9300,LATVIA,2007-09-30,1475,DOMESTIC
95,85,1861.0232988754383,1372514,4704,FINLAND,2017-09-18,1476,INTERNATIONAL
144,311,598.5151687966606,9382793,7535,NORWAY,1974-11-22,1477,DOMESTIC
97,314,198.8785235564011,3376249,3856,NORWAY,1983-09-15,1478,ATM
185,80,73.9255377620042,3531370,5265,ESTONIA,2013-12-27,1479,SWISH
44,335,1418.8753383430314,1900366,8107,ROMANIA,1989-03-01,1480,SWISH
178,126,514.9088241869914,4736927,4485,UK,2001-07-03,1481,ATM
352,192,1474.5536437503213,6390046,4215,RUSSIA,2008-01-24,1482,SWISH
495,388,616.2099603558886,3716305,6673,RUSSIA,2003-11-14,1483,ATM
278,288,665.0132329243347,2826568,6433,ESTONIA,1973-07-01,1484,INTERNATIONAL
44,475,1799.9163223244782,6271749,7860,FINLAND,2010-12-29,1485,SWISH
182,255,1223.5482808751062,1513698,4012,UK,2004-09-19,1486,INTERNATIONAL
69,157,1686.8856692634724,5901696,4781,ESTONIA,1975-02-16,1487,INTERNATIONAL
126,78,1315.673208213434,2234355,4567,NORWAY,2006-11-14,1488,ATM
316,440,1878.3647273141241,7096555,8346,FINLAND,1978-04-09,1489,ATM
386,54,2128.2537957649406,2230952,5555,LATVIA,2009-05-13,1490,INTERNATIONAL
139,222,1803.0157692030884,9239392,1647,SWEDEN,1977-12-12,1491,DOMESTIC
118,377,1419.0489667148593,4640379,2906,ESTONIA,2018-01-13,1492,INTERNATIONAL
414,204,1144.8233970239517,8243589,2734,SWEDEN,1984-03-15,1493,INTERNATIONAL
349,287,247.25248171542796,2717843,8389,ESTONIA,1973-05-14,1494,ATM
203,398,1692.8969308251362,7032260,2254,SWEDEN,2011-09-04,1495,DOMESTIC
384,238,448.702322952433,6199319,5270,UK,1979-07-20,1496,SWISH
203,271,517.3235096233175,9730406,4327,RUSSIA,2003-01-06,1497,ATM
281,366,244.01830166893734,6694492,4467,UK,1990-12-20,1498,ATM
458,280,1247.580462966753,2726089,5955,NORWAY,2016-07-23,1499,DOMESTIC
202,399,2496.6377908288914,3166824,1549,SWEDEN,1988-06-22,1500,ATM
130,117,1511.548742686382,3947656,2523,SWEDEN,1988-06-08,1501,DOMESTIC
30,170,205.22696208593612,4667669,7843,RUSSIA,1996-06-27,1502,INTERNATIONAL
470,210,169.26716665194968,2108759,4206,ROMANIA,1988-08-09,1503,ATM
36,439,146.3166449755962,234260,4412,ESTONIA,2015-05-06,1504,ATM
322,119,1190.9035663143547,5937403,9122,FINLAND,2009-07-12,1505,INTERNATIONAL
490,95,316.02228390101743,9462396,4317,ROMANIA,2001-01-27,1506,DOMESTIC
46,499,592.2602400146075,4197729,3457,LATVIA,1979-01-15,1507,ATM
391,43,216.2891930560225,1761556,9443,LATVIA,1972-07-30,1508,ATM
301,268,1337.493155122404,8304547,6654,RUSSIA,1988-09-09,1509,ATM
345,63,137.14758570185435,1165938,2295,NORWAY,1971-03-12,1510,ATM
347,312,536.9364479134878,506171,3596,LATVIA,1999-09-28,1511,ATM
149,307,199.76324457357262,6189872,6781,FINLAND,1998-10-14,1512,ATM
133,0,443.55117604249506,1244372,1060,RUSSIA,1991-05-29,1513,SWISH
426,229,1551.9016045652497,9034334,3329,RUSSIA,1979-08-02,1514,SWISH
338,166,782.0279706807274,9651714,1520,SWEDEN,1974-06-26,1515,DOMESTIC
329,82,2393.425657836233,924455,2302,ROMANIA,1977-07-03,1516,ATM
69,492,1047.962784032708,6868095,5645,SWEDEN,2007-06-16,1517,INTERNATIONAL
269,475,1923.4770742338142,3651492,3562,UK,1995-01-27,1518,DOMESTIC
144,210,1331.740457434098,1135388,1764,RUSSIA,2008-03-04,1519,SWISH
201,190,1303.9663054549187,5859923,1235,SWEDEN,1982-08-27,1520,ATM
369,121,416.08183810255565,5577706,2380,LATVIA,1973-02-16,1521,DOMESTIC
386,423,244.9202979077385,1162450,7090,ROMANIA,2011-03-17,1522,SWISH
388,383,858.915063950828,7733491,2318,ESTONIA,1978-03-03,1523,SWISH
237,484,791.448875244573,2317548,5783,LATVIA,1990-04-19,1524,INTERNATIONAL
281,348,737.9219307249934,6614694,8438,FINLAND,1985-03-13,1525,INTERNATIONAL
419,387,26.01431038859805,8678801,5563,SWEDEN,1973-01-13,1526,SWISH
175,110,1392.401914343732,4343709,9202,SWEDEN,1992-07-27,1527,INTERNATIONAL
99,451,838.683615651688,9545659,2432,SWEDEN,2008-11-24,1528,SWISH
178,175,237.3073203277374,4718104,4468,ROMANIA,1989-09-03,1529,DOMESTIC
114,118,117.14493956398445,4485062,5628,RUSSIA,1985-01-09,1530,INTERNATIONAL
469,32,2758.740345937597,8083897,6526,FINLAND,2002-05-20,1531,INTERNATIONAL
127,169,1589.7920137193016,9607765,8723,FINLAND,1987-07-28,1532,ATM
163,351,442.34671602183715,3311618,8552,SWEDEN,2016-10-27,1533,SWISH
261,268,2498.8253018180676,7800484,1382,LATVIA,1974-08-24,1534,ATM
340,210,1608.4901921086168,1116184,3991,FINLAND,1983-11-13,1535,INTERNATIONAL
353,66,800.8919163320725,4972403,4146,UK,2015-09-07,1536,SWISH
53,146,1391.2236821250501,6553480,5286,UK,2006-04-01,1537,INTERNATIONAL
24,321,1629.3735473206889,2397670,6656,RUSSIA,1991-05-16,1538,SWISH
362,372,1338.2876341699318,7981160,3659,SWEDEN,2009-05-21,1539,ATM
322,168,676.2452589461757,9049739,2973,LATVIA,2007-08-02,1540,DOMESTIC
74,120,962.6826213895146,2936485,9567,ROMANIA,1998-02-02,1541,SWISH
432,42,385.27368198385574,5418048,9093,FINLAND,2002-02-01,1542,INTERNATIONAL
164,438,357.5417232191343,1322912,2703,ESTONIA,1978-07-04,1543,INTERNATIONAL
187,389,677.2394380047521,5983717,5327,SWEDEN,2003-12-02,1544,INTERNATIONAL
8,304,799.930486644422,336371,5488,ROMANIA,2001-08-24,1545,INTERNATIONAL
106,153,1397.0486072921801,8068367,1667,ROMANIA,1996-12-23,1546,INTERNATIONAL
86,107,429.8271143509037,8271820,7758,NORWAY,1983-04-20,1547,INTERNATIONAL
119,251,672.8193143366416,4463159,6068,ROMANIA,2003-10-23,1548,SWISH
269,341,838.0758149293669,8910450,1796,RUSSIA,2008-12-08,1549,DOMESTIC
157,321,791.2972385516126,9960786,8389,LATVIA,1979-07-16,1550,SWISH
376,240,333.1506625668902,7553999,3092,UK,2016-02-05,1551,INTERNATIONAL
38,12,204.1350416439433,622045,1408,UK,1982-02-14,1552,ATM
117,23,306.8322364266098,7630681,7815,SWEDEN,1974-02-17,1553,DOMESTIC
48,410,889.3631703365295,2820934,9045,ROMANIA,1975-11-16,1554,DOMESTIC
343,244,1058.0757595318012,3353219,5730,ESTONIA,2006-12-15,1555,INTERNATIONAL
400,20,1481.7186575827889,3773227,1292,NORWAY,1991-09-01,1556,ATM
251,410,311.42776953391,547097,3578,ESTONIA,1989-11-28,1557,ATM
93,75,750.7097060044848,6726701,6762,FINLAND,1978-12-14,1558,ATM
420,53,1388.5942170414928,3759157,2846,NORWAY,1974-07-27,1559,SWISH
314,269,912.6973550858662,9929196,6017,ROMANIA,1981-03-19,1560,SWISH
153,323,510.908096589085,4053106,7358,NORWAY,1997-08-06,1561,ATM
140,401,169.15471333116213,6945354,8306,RUSSIA,1989-06-25,1562,ATM
111,433,139.5023706403171,4022378,8978,RUSSIA,1972-05-18,1563,INTERNATIONAL
396,78,242.4499332361926,2406089,5777,SWEDEN,1996-07-06,1564,SWISH
271,96,1673.6005016049485,7990488,5216,NORWAY,1971-07-08,1565,ATM
209,113,0.7887800225510818,7872587,8290,RUSSIA,1999-04-04,1566,DOMESTIC
378,186,874.597196808299,1632696,7916,SWEDEN,2001-04-06,1567,ATM
9,267,36.825225558515356,4137587,2267,LATVIA,1982-06-07,1568,ATM
159,413,91.17605385255311,1522675,6338,LATVIA,1999-08-31,1569,DOMESTIC
392,376,1361.0533552607428,9036591,6401,NORWAY,1986-07-08,1570,INTERNATIONAL
16,222,247.08570148854633,5982948,7934,ROMANIA,1995-03-20,1571,ATM
469,82,403.2628076118598,9390814,7596,SWEDEN,1987-03-06,1572,INTERNATIONAL
420,256,529.448091263231,341372,1775,LATVIA,2008-05-17,1573,SWISH
337,236,104.70508211453685,5923823,6831,ROMANIA,2017-11-19,1574,DOMESTIC
269,44,718.4321114952528,8736111,3787,FINLAND,2000-05-26,1575,ATM
305,153,424.8891913143827,6894215,5203,ESTONIA,1998-05-18,1576,DOMESTIC
490,210,1430.996450769948,4517136,7522,NORWAY,1992-05-23,1577,INTERNATIONAL
448,365,1146.1724759224603,2611357,9900,FINLAND,2008-12-26,1578,DOMESTIC
230,388,1149.3919799761543,2281842,4891,FINLAND,1988-10-25,1579,DOMESTIC
177,120,556.4055145131819,4328512,7654,ESTONIA,2002-06-03,1580,ATM
107,38,463.77406269699526,5944961,7075,NORWAY,2006-11-28,1581,SWISH
192,270,2935.9093354913707,2678577,9408,UK,1982-09-10,1582,INTERNATIONAL
350,323,34.83954894870956,2026626,6342,SWEDEN,1976-04-16,1583,INTERNATIONAL
61,219,54.65121920112745,6222480,2239,RUSSIA,2000-09-18,1584,ATM
295,78,2318.885942518092,6018791,5135,NORWAY,1998-09-24,1585,INTERNATIONAL
22,230,1266.7373442295902,1637482,4182,RUSSIA,1971-08-10,1586,DOMESTIC
327,314,840.6083515930628,5980628,4141,RUSSIA,1983-02-22,1587,ATM
53,269,327.18551377995317,871808,1283,SWEDEN,1975-03-20,1588,ATM
207,381,400.8266115828297,9141937,3306,SWEDEN,1989-12-18,1589,DOMESTIC
11,164,459.36368600180214,7618682,9139,SWEDEN,1984-07-02,1590,SWISH
342,109,991.4861507568465,143130,4425,RUSSIA,2010-04-05,1591,DOMESTIC
